Word,Entity
.,o
,
I,o
love,o
adventure,B-genre
movies,o
a,o
lot,o
and,o
I,o
want,o
to,o
see,o
one,o
of,o
those,o
.,o
Can,o
you,o
find,o
me,o
a,o
movie,o
like,o
that,o
in,o
San,B-location
Jose,I-location
?,o
Preferably,o
IMAX,o
too,o
",",o
please,o
.,o
,
Yeah,o
",",o
I,o
heard,o
of,o
that,o
one,o
!,o
Captain,B-movie_name
Marvel,I-movie_name
sounds,o
good,o
.,o
What,o
are,o
the,o
showtimes,o
?,o
,
I,o
want,o
to,o
watch,o
it,o
on,o
the,o
1st,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
.,o
Are,o
there,o
any,o
good,o
showtimes,o
at,o
AMC,B-theater_name
Saratoga,I-theater_name
?,o
,
Yeah,o
",",o
that,o
sounds,o
really,o
good,o
.,o
,
I,o
do,o
n't,o
want,o
to,o
buy,o
them,o
just,o
yet,o
.,o
I,o
might,o
be,o
busy,o
at,o
that,o
time,o
.,o
,
No,o
",",o
but,o
thank,o
you,o
!,o
,
Look,o
for,o
movies,o
shown,o
in,o
Martinez,B-location
,
Find,o
other,o
movies,o
and,o
any,o
type,o
of,o
show,o
,
Missing,B-movie_name
Link,I-movie_name
is,o
good,o
,
No,o
I,o
will,o
not,o
purchase,o
now,o
,
I,o
want,o
to,o
watch,o
it,o
today,B-show_date
,
sounds,o
very,o
good,o
.,o
That,o
is,o
all,o
I,o
will,o
be,o
needing,o
,
I,o
want,o
to,o
find,o
a,o
Suspense,B-genre
movie,o
to,o
watch,o
in,o
Moraga,B-location
.,o
,
Hotel,B-movie_name
Mumbai,I-movie_name
works,o
for,o
me,o
.,o
,
Not,o
right,o
now,o
.,o
What,o
time,o
can,o
I,o
watch,o
it,o
at,o
Rheem,B-theater_name
Theatre,I-theater_name
?,o
,
I,o
want,o
to,o
see,o
it,o
on,o
the,B-show_date
2nd,I-show_date
.,o
,
That,o
's,o
perfect,o
",",o
thanks,o
,
I,o
have,o
just,o
finished,o
my,o
business,o
meeting,o
and,o
have,o
free,o
time,o
on,o
my,o
hands,o
.,o
Could,o
you,o
please,o
help,o
me,o
find,o
a,o
movie,o
to,o
watch,o
?,o
,
Please,o
search,o
for,o
movies,o
showing,o
at,o
the,o
Pruneyard,B-theater_name
Cinemas,I-theater_name
in,o
Campbell,B-location
.,o
,
I,o
would,o
love,o
to,o
watch,o
Hellboy,B-movie_name
.,o
,
No,o
",",o
thank,o
you,o
.,o
I,o
do,o
n't,o
want,o
to,o
buy,o
right,o
away,o
.,o
,
What,o
time,o
can,o
I,o
watch,o
an,o
imax,B-show_type
show,o
?,o
,
March,B-show_date
2nd,I-show_date
would,o
be,o
perfect,o
.,o
,
Could,o
you,o
please,o
find,o
out,o
the,o
theater,o
address,o
",",o
as,o
well,o
as,o
the,o
ticket,o
price,o
?,o
,
Sounds,o
perfect,o
.,o
That,o
will,o
be,o
all,o
.,o
,
I,o
want,o
to,o
find,o
a,o
3d,B-show_type
movie,o
.,o
,
I,o
'll,o
be,o
in,o
Brentwood,B-location
.,o
Could,o
you,o
look,o
for,o
movies,o
there,o
?,o
,
I,o
think,o
Dumbo,B-movie_name
will,o
be,o
the,o
best,o
choice,o
.,o
,
Not,o
yet,o
.,o
What,o
are,o
the,o
times,o
for,o
Dumbo,o
?,o
,
We,o
'll,o
be,o
ready,o
to,o
watch,o
it,o
on,o
the,o
1st,B-show_date
of,I-show_date
March,I-show_date
.,o
,
That,o
sounds,o
good,o
.,o
I,o
will,o
get,o
tickets,o
later,o
.,o
,
No,o
",",o
thanks,o
.,o
That,o
's,o
it,o
for,o
now,o
.,o
,
I,o
am,o
looking,o
for,o
a,o
movie,o
I,o
can,o
watch,o
.,o
,
I,o
enjoy,o
documentary,B-genre
movies,o
.,o
Are,o
you,o
able,o
to,o
look,o
for,o
movies,o
showing,o
in,o
Morgan,B-location
Hill,I-location
?,o
,
Breakthrough,B-movie_name
sound,o
perfect,o
.,o
,
No,o
",",o
not,o
right,o
now,o
.,o
What,o
is,o
the,B-show_date
time,o
that,o
I,o
can,o
see,o
it,o
?,o
I,o
want,o
to,o
see,o
it,o
on,o
the,B-show_date
3rd,I-show_date
.,o
,
That,o
sounds,o
fine,o
.,o
,
No,o
",",o
that,o
's,o
it,o
.,o
Thanks,o
very,o
much,o
for,o
your,o
help,o
.,o
,
Hi,o
!,o
Can,o
you,o
help,o
me,o
find,o
a,o
movie,o
?,o
,
I,o
live,o
in,o
San,B-location
Bruno,I-location
.,o
,
I,o
would,o
love,o
to,o
see,o
Dumbo,B-movie_name
!,o
Can,o
I,o
see,o
it,o
this,B-show_date
Saturday,I-show_date
?,o
,
What,o
genre,o
is,o
the,o
movie,o
?,o
What,o
's,o
the,o
theater,o
's,o
address,o
?,o
,
I,o
'm,o
not,o
sure,o
I,o
can,o
make,o
the,o
1,o
pm,o
showing,o
.,o
Is,o
there,o
another,o
time,o
the,o
movie,o
is,o
showing,o
?,o
,
Oh,o
",",o
darn,o
.,o
No,o
",",o
that,o
will,o
be,o
all,o
.,o
,
I,o
'd,o
like,o
to,o
find,o
a,o
movie,o
to,o
watch,o
.,o
I,o
like,o
all,o
movies,o
.,o
,
Can,o
you,o
help,o
me,o
find,o
movies,o
showing,o
in,o
Newark,B-location
?,o
,
Breakthrough,B-movie_name
sounds,o
great,o
.,o
What,o
times,o
were,o
available,o
?,o
,
I,o
'd,o
like,o
to,o
watch,o
it,o
on,o
the,B-show_date
5th,I-show_date
.,o
,
How,o
much,o
is,o
the,o
ticket,o
for,o
?,o
,
Where,o
is,o
the,o
theater,o
located,o
?,o
,
Sounds,o
great,o
.,o
That,o
's,o
all,o
I,o
need,o
for,o
now,o
.,o
,
Can,o
you,o
find,o
me,o
a,o
movie,o
to,o
watch,o
?,o
,
I,o
'd,o
like,o
to,o
go,o
somewhere,o
in,o
Oakland,B-location
.,o
,
Anything,o
else,o
available,o
to,o
watch,o
?,o
,
I,o
'd,o
like,o
something,o
else,o
.,o
I,o
forgot,o
to,o
mention,o
but,o
I,o
'm,o
into,o
Comic,B-genre
movies,o
.,o
,
Stockholm,B-movie_name
sounds,o
perfect,o
?,o
When,o
can,o
I,o
watch,o
it,o
?,o
,
I,o
'd,o
like,o
to,o
go,o
on,o
the,B-show_date
7th,I-show_date
.,o
,
Do,o
you,o
know,o
the,o
theater,o
's,o
address,o
as,o
well,o
as,o
the,o
ticket,o
price,o
?,o
,
That,o
sound,o
perfect,o
.,o
,
No,o
",",o
not,o
at,o
the,o
moment,o
.,o
,
No,o
",",o
thanks,o
.,o
That,o
will,o
be,o
all,o
for,o
now,o
!,o
,
Please,o
can,o
you,o
look,o
for,o
a,o
good,o
movie,o
to,o
watch,o
for,o
this,o
week,o
end,o
",",o
might,o
be,o
in,o
San,B-location
Jose,I-location
?,o
,
Nope,o
",",o
not,o
the,o
hilarious,o
nightmare,o
movies,o
.,o
Please,o
find,o
something,o
else,o
.,o
,
Do,o
you,o
mean,o
the,o
adventurous,o
movies,o
?,o
Nope,o
",",o
Please,o
find,o
something,o
else,o
for,o
I,o
like,o
all,o
kinds,o
if,o
its,o
good,o
to,o
watch,o
.,o
,
Yup,o
",",o
Little,B-movie_name
would,o
be,o
perfect,o
.,o
What,o
time,o
is,o
the,o
show,o
?,o
Do,o
they,o
have,o
3d,B-show_type
shows,o
?,o
Will,o
tickets,o
be,o
available,o
to,o
watch,o
at,o
CineLux,B-theater_name
Almaden,I-theater_name
?,o
,
Probably,o
",",o
on,o
March,B-show_date
8th,I-show_date
.,o
,
I,o
would,o
like,o
to,o
know,o
how,o
much,o
the,o
ticket,o
costs,o
?,o
,
Can,o
I,o
have,o
the,o
correct,o
location,o
of,o
the,o
theatre,o
?,o
I,o
mean,o
",",o
address,o
..,o
,
Perfect,o
!,o
Sounds,o
nice,o
.,o
,
Nope,o
",",o
not,o
right,o
now,o
.,o
,
Nope,o
",",o
thanks,o
.,o
Done,o
.,o
,
Hello,o
",",o
could,o
you,o
help,o
me,o
find,o
a,o
movie,o
currently,o
showing,o
in,o
Oakland,B-location
?,o
,
Fighting,B-movie_name
with,I-movie_name
My,I-movie_name
family,I-movie_name
sounds,o
great,o
!,o
,
No,o
",",o
I,o
do,o
not,o
wish,o
to,o
reserve,o
the,o
tickets,o
now,o
.,o
,
What,o
are,o
the,o
showtimes,o
for,o
this,o
movie,o
at,o
New,B-theater_name
Parkway,I-theater_name
Theater,I-theater_name
?,o
,
I,o
would,o
like,o
to,o
watch,o
it,o
on,o
5th,B-show_date
of,I-show_date
March,I-show_date
.,o
,
What,o
genre,o
does,o
this,o
movie,o
belong,o
to,o
and,o
how,o
much,o
does,o
the,o
ticket,o
cost,o
?,o
,
That,o
sounds,o
great,o
!,o
,
No,o
",",o
that,o
's,o
all,o
.,o
Thank,o
you,o
very,o
much,o
!,o
,
I,o
want,o
to,o
go,o
out,o
to,o
watch,o
a,o
movie,o
in,o
San,B-location
Francisco,I-location
",",o
can,o
you,o
search,o
for,o
options,o
?,o
,
What,o
else,o
is,o
there,o
?,o
,
Please,o
keep,o
searching,o
.,o
I,o
'd,o
like,o
to,o
see,o
a,o
drama,B-genre
at,o
the,o
Embarcadero,B-theater_name
Center,I-theater_name
Cinema,I-theater_name
.,o
,
Red,B-movie_name
Joan,I-movie_name
is,o
perfect,o
!,o
What,o
time,o
can,o
I,o
see,o
a,o
3d,B-show_type
show,o
on,o
March,B-show_date
5th,I-show_date
?,o
,
How,o
much,o
is,o
it,o
",",o
and,o
what,o
's,o
the,o
address,o
of,o
the,o
theater,o
?,o
,
Thanks,o
a,o
lot,o
",",o
that,o
's,o
all,o
I,o
need,o
.,o
,
I,o
would,o
like,o
to,o
see,o
a,o
movie,o
at,o
the,o
AMC,B-theater_name
Bay,I-theater_name
Street,I-theater_name
.,o
,
Please,o
search,o
for,o
movies,o
in,o
Emeryville,B-location
.,o
,
No,o
.,o
Please,o
search,o
for,o
a,o
Comic,B-genre
imax,B-show_type
show,o
.,o
,
What,o
time,o
is,o
Missing,B-movie_name
Link,I-movie_name
playing,o
?,o
,
I,o
would,o
like,o
to,o
watch,o
the,o
movie,o
Friday,B-show_date
next,I-show_date
week,I-show_date
.,o
,
What,o
is,o
the,o
ticket,o
cost,o
and,o
what,o
is,o
the,o
theater,o
address,o
?,o
,
Thank,o
you,o
for,o
your,o
help,o
.,o
,
I,o
'd,o
like,o
to,o
watch,o
a,o
movie,o
at,o
Reading,B-theater_name
Cinemas,I-theater_name
Rohnert,I-theater_name
Park,I-theater_name
.,o
,
I,o
'm,o
in,o
Rohnert,B-location
Park,I-location
.,o
Please,o
find,o
me,o
a,o
scary,B-genre
movie,o
.,o
,
The,B-movie_name
Curse,I-movie_name
of,I-movie_name
La,I-movie_name
Llorona,I-movie_name
sounds,o
good,o
.,o
,
No,o
",",o
not,o
at,o
the,o
moment,o
.,o
What,o
are,o
the,o
available,o
times,o
for,o
March,B-show_date
1st,I-show_date
?,o
,
Sound,o
good,o
.,o
Thank,o
you,o
",",o
that,o
's,o
all,o
.,o
,
My,o
brother,o
and,o
I,o
want,o
to,o
go,o
see,o
an,o
adventure,B-genre
movie,o
",",o
can,o
you,o
help,o
find,o
one,o
?,o
,
Alameda,B-location
is,o
a,o
good,o
half,o
way,o
point,o
between,o
my,o
brother,o
and,o
I,o
",",o
let,o
's,o
search,o
there,o
.,o
,
I,o
've,o
heard,o
Shazam,B-movie_name
!,I-movie_name
is,o
really,o
good,o
.,o
I,o
think,o
we,o
'll,o
watch,o
that,o
one,o
.,o
,
No,o
",",o
not,o
at,o
this,o
very,o
moment,o
.,o
,
What,o
time,o
is,o
the,o
movie,o
playing,o
at,o
the,o
Alameda,B-theater_name
Theatre,I-theater_name
&,I-theater_name
Cineplex,I-theater_name
?,o
,
How,o
about,o
tomorrow,B-show_date
.,o
,
Okay,o
",",o
how,o
much,o
do,o
the,o
tickets,o
cost,o
and,o
can,o
you,o
provide,o
me,o
with,o
the,o
location,o
of,o
the,o
theatre,o
?,o
,
That,o
sounds,o
good,o
to,o
me,o
.,o
,
No,o
that,o
is,o
all,o
I,o
needed,o
for,o
now,o
.,o
,
find,o
me,o
a,o
movie,o
to,o
watch,o
please,o
.,o
Any,o
show,o
will,o
work,o
,
please,o
search,o
Mill,B-location
Valley,I-location
for,o
movies,o
.,o
,
The,B-movie_name
Best,I-movie_name
of,I-movie_name
Enemies,I-movie_name
sound,o
great,o
.,o
,
No,o
.,o
Not,o
right,o
now,o
.,o
What,o
are,o
the,o
show,o
times,o
?,o
,
How,o
about,o
on,o
the,B-show_date
1st,I-show_date
.,o
,
Wait,o
.,o
How,o
much,o
are,o
the,o
tickets,o
?,o
Is,o
this,o
a,o
Horror,o
movie,o
?,o
,
Sounds,o
really,o
good,o
.,o
,
No,o
.,o
That,o
's,o
all,o
for,o
today,o
.,o
,
I,o
feel,o
like,o
watching,o
a,o
movie,o
.,o
,
Santa,B-location
Rosa,I-location
.,o
Any,o
good,o
movies,o
around,o
here,o
?,o
,
After,B-movie_name
sounds,o
great,o
.,o
,
Nah,o
",",o
I,o
'm,o
not,o
going,o
to,o
get,o
them,o
yet,o
.,o
,
What,o
time,o
is,o
After,o
playing,o
?,o
I,o
would,o
like,o
to,o
see,o
a,o
regular,B-show_type
show,o
at,o
Roxy,B-theater_name
Stadium,I-theater_name
Cinemas,I-theater_name
.,o
,
Preferably,o
",",o
the,o
1st,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
.,o
,
Perfect,o
.,o
Thanks,o
for,o
your,o
help,o
.,o
,
I,o
'm,o
planning,o
on,o
seeing,o
a,o
movie,o
",",o
I,o
do,o
n't,o
know,o
what,o
to,o
watch,o
.,o
,
Its,o
Santa,B-location
Clara,I-location
",",o
so,o
please,o
search,o
for,o
movies,o
nearby,o
.,o
,
Not,o
really,o
",",o
can,o
you,o
recommend,o
me,o
something,o
else,o
?,o
,
Is,o
there,o
anything,o
else,o
",",o
any,o
type,o
of,o
movie,o
will,o
do,o
.,o
,
I,o
think,o
I,o
will,o
watch,o
Missing,B-movie_name
Link,I-movie_name
",",o
what,o
are,o
its,o
showtimes,o
?,o
,
I,o
want,o
to,o
watch,o
it,o
at,o
AMC,B-theater_name
Mercado,I-theater_name
",",o
on,o
the,o
4th,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
.,o
,
How,o
much,o
are,o
the,o
tickets,o
going,o
to,o
cost,o
",",o
and,o
what,o
is,o
the,o
genre,o
of,o
the,o
movie,o
?,o
,
Great,o
",",o
that,o
all,o
sounds,o
good,o
.,o
,
No,o
",",o
that,o
will,o
be,o
all,o
for,o
now,o
",",o
thank,o
you,o
.,o
,
I,o
'm,o
interested,o
in,o
watching,o
a,o
movie,o
.,o
,
Search,o
for,o
movies,o
in,o
Vallejo,B-location
.,o
,
Oh,o
",",o
I,o
want,o
to,o
watch,o
Captain,B-movie_name
Marvel,I-movie_name
.,o
,
No,o
",",o
not,o
at,o
the,o
moment,o
.,o
What,o
time,o
is,o
it,o
showing,o
?,o
,
the,o
2nd,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
.,o
,
Perfect,o
",",o
thanks,o
.,o
,
I,o
'm,o
looking,o
to,o
watch,o
a,o
movie,o
.,o
,
Look,o
for,o
movies,o
in,o
San,B-location
Fran,I-location
.,o
,
What,o
else,o
is,o
there,o
?,o
I,o
want,o
to,o
see,o
an,o
imax,B-show_type
movie,o
.,o
,
What,o
else,o
is,o
there,o
?,o
,
Hotel,B-movie_name
Mumbai,I-movie_name
is,o
good,o
.,o
What,o
time,o
is,o
it,o
showing,o
?,o
,
The,o
1st,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
at,o
Presidio,B-theater_name
Theatre,I-theater_name
.,o
,
How,o
much,o
is,o
it,o
?,o
And,o
what,o
's,o
the,o
address,o
?,o
,
Sounds,o
good,o
.,o
,
No,o
",",o
I,o
do,o
n't,o
need,o
to,o
now,o
.,o
,
No,o
",",o
I,o
'm,o
good,o
.,o
,
I,o
want,o
to,o
see,o
a,o
film,o
.,o
,
Please,o
search,o
for,o
movies,o
in,o
San,B-location
Francisco,I-location
.,o
,
I,o
want,o
to,o
watch,o
something,o
different,o
like,o
a,o
3D,o
show,o
.,o
And,o
I,o
want,o
to,o
see,o
it,o
at,o
Century,B-theater_name
San,I-theater_name
Francisco,I-theater_name
Centre,I-theater_name
.,o
,
The,B-movie_name
Curse,I-movie_name
of,I-movie_name
La,I-movie_name
Llorona,I-movie_name
is,o
excellent,o
?,o
What,o
time,o
is,o
it,o
playing,o
?,o
,
How,o
about,o
Thursday,B-show_date
next,I-show_date
week,I-show_date
.,o
,
Great,o
!,o
,
No,o
thank,o
you,o
.,o
That,o
's,o
all,o
I,o
wanted,o
.,o
,
I,o
am,o
looking,o
for,o
a,o
regular,B-show_type
movie,o
to,o
watch,o
.,o
,
I,o
am,o
in,o
San,B-location
Francisco,I-location
.,o
,
I,o
want,o
another,o
movie,o
.,o
Any,o
theater,o
in,o
Moraga,B-location
is,o
fine,o
.,o
,
Hotel,B-movie_name
Mumbai,I-movie_name
is,o
a,o
good,o
movie,o
.,o
,
Not,o
at,o
this,o
time,o
.,o
When,o
is,o
the,o
movie,o
showing,o
?,o
,
I,o
want,o
to,o
see,o
it,o
tomorrow,B-show_date
.,o
,
Is,o
there,o
another,o
time,o
?,o
I,o
want,o
to,o
see,o
it,o
on,o
the,o
5th,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
.,o
,
That,o
is,o
perfect,o
.,o
,
No,o
",",o
that,o
will,o
be,o
all,o
.,o
,
I,o
am,o
feeling,o
bored,o
.,o
Is,o
there,o
any,o
Fantasy,B-genre
movies,o
laying,o
?,o
,
I,o
want,o
to,o
see,o
the,o
movie,o
in,o
San,B-location
Fran,I-location
.,o
,
Is,o
there,o
anything,o
else,o
showing,o
?,o
,
Yes,o
",",o
I,o
would,o
like,o
to,o
see,o
Penguin,B-movie_name
Highway,I-movie_name
.,o
,
Not,o
just,o
yet,o
.,o
,
What,o
time,o
is,o
it,o
showing,o
?,o
,
I,o
would,o
like,o
to,o
see,o
it,o
on,o
the,o
9th,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
.,o
,
Where,o
is,o
the,o
theater,o
located,o
?,o
,
Ok,o
",",o
fine,o
.,o
That,o
would,o
be,o
all,o
.,o
,
I,o
want,o
to,o
go,o
out,o
in,o
Petaluma,B-location
",",o
can,o
you,o
see,o
what,o
movies,o
there,o
are,o
?,o
,
Can,o
you,o
see,o
what,o
else,o
there,o
is,o
?,o
I,o
'm,o
in,o
the,o
mood,o
for,o
adventure,B-genre
films,o
.,o
Can,o
you,o
look,o
at,o
Boulevard,B-theater_name
Cinema,I-theater_name
?,o
,
Shazam,B-movie_name
!,I-movie_name
sounds,o
great,o
",",o
when,o
is,o
it,o
on,o
?,o
,
The,o
4th,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
,
Yeah,o
that,o
sounds,o
good,o
.,o
Thanks,o
",",o
I,o
do,o
n't,o
need,o
anything,o
else,o
,
Hey,o
",",o
I,o
'd,o
like,o
to,o
watch,o
a,o
movie,o
",",o
can,o
you,o
help,o
me,o
?,o
,
I,o
'm,o
in,o
San,B-location
Jose,I-location
",",o
please,o
find,o
me,o
a,o
movie,o
to,o
watch,o
around,o
here,o
.,o
,
Breakthrough,B-movie_name
sounds,o
great,o
",",o
thanks,o
.,o
I,o
'd,o
like,o
to,o
see,o
it,o
in,o
3D,o
",",o
when,o
is,o
it,o
on,o
?,o
,
On,o
the,o
3rd,B-show_date
of,I-show_date
this,I-show_date
month,I-show_date
",",o
if,o
possible,o
.,o
,
That,o
's,o
perfect,o
.,o
That,o
'll,o
be,o
all,o
.,o
,
I,o
'd,o
like,o
to,o
look,o
for,o
a,o
film,o
to,o
watch,o
.,o
I,o
like,o
adventure,B-genre
films,o
.,o
,
Could,o
you,o
look,o
for,o
films,o
shown,o
in,o
Napa,B-location
?,o
,
I,o
'd,o
love,o
Captain,B-movie_name
Marvel,I-movie_name
.,o
When,o
can,o
I,o
watch,o
it,o
?,o
I,o
'd,o
like,o
to,o
watch,o
a,o
regular,B-show_type
show,o
.,o
,
I,o
'd,o
like,o
to,o
watch,o
it,o
on,o
the,o
day,B-show_date
after,I-show_date
tomorrow,I-show_date
.,o
,
That,o
sounds,o
wonderful,o
;,o
that,o
's,o
all,o
.,o
,
I,o
want,o
to,o
go,o
out,o
and,o
see,o
a,o
movie,o
",",o
can,o
you,o
find,o
a,o
good,o
one,o
for,o
me,o
?,o
,
I,o
'm,o
in,o
Larkspur,B-location
.,o
,
Auntie,B-movie_name
Mame,I-movie_name
is,o
perfect,o
!,o
,
No,o
",",o
not,o
yet,o
.,o
But,o
what,o
time,o
will,o
I,o
be,o
able,o
to,o
watch,o
a,o
regular,B-show_type
show,o
?,o
,
I,o
want,o
to,o
watch,o
it,o
on,o
March,B-show_date
7th,I-show_date
.,o
,
That,o
sounds,o
good,o
.,o
,
No,o
",",o
that,o
's,o
all,o
for,o
now,o
",",o
thanks,o
.,o
,
Can,o
you,o
help,o
me,o
to,o
find,o
a,o
movie,o
to,o
watch,o
?,o
,
I,o
prefer,o
movies,o
shown,o
in,o
Santa,B-location
Rosa,I-location
.,o
,
No,o
thank,o
you,o
.,o
Can,o
you,o
search,o
for,o
movies,o
showing,o
at,I-theater_name
Century,B-theater_name
at,I-theater_name
Tanforan,I-theater_name
in,o
San,B-location
Bruno,I-location
.,o
,
Can,o
you,o
please,o
list,o
other,o
movies,o
?,o
I,o
'd,o
prefer,o
a,o
regular,B-show_type
show,o
.,o
,
I,o
would,o
like,o
to,o
see,o
Little,B-movie_name
.,o
What,o
time,o
is,o
the,o
show,o
?,o
,
On,o
the,B-show_date
5th,I-show_date
please,o
.,o
,
Can,o
you,o
get,o
me,o
the,o
address,o
of,o
the,o
theater,o
and,o
ticket,o
price,o
please,o
?,o
,
Wonderful,o
thanks,o
.,o
That,o
is,o
all,o
.,o
,
I,o
want,o
all,o
kinds,o
of,o
movies,o
,
Find,o
movies,o
in,o
San,B-location
Leandro,I-location
,
Breakthrough,B-movie_name
works,o
,
I,o
wan,o
na,o
watch,o
at,o
the,o
Century,B-theater_name
Cinemas,I-theater_name
,
I,o
wan,o
na,o
see,o
it,o
on,o
the,B-show_date
2nd,I-show_date
,
sounds,o
very,o
good,o
,
No,o
thanks,o
for,o
the,o
help,o
,
I,o
feel,o
good,o
right,o
now,o
and,o
would,o
like,o
to,o
watch,o
a,o
movie,o
.,o
Can,o
you,o
search,o
for,o
movies,o
shown,o
in,o
San,B-location
Bruno,I-location
?,o
,
Can,o
you,o
search,o
for,o
another,o
one,o
?,o
I,o
would,o
like,o
to,o
watch,o
Century,B-theater_name
at,I-theater_name
Tanforan,I-theater_name
.,o
,
Little,B-movie_name
is,o
perfect,o
.,o
I,o
want,o
to,o
watch,o
it,o
.,o
,
No,o
",",o
I,o
do,o
n't,o
want,o
to,o
purchase,o
it,o
right,o
now,o
.,o
,
What,o
time,o
is,o
the,o
movie,o
available,o
on,o
Tuesday,B-show_date
next,I-show_date
week,I-show_date
?,o
,
That,o
's,o
great,o
for,o
me,o
.,o
,
No,o
.,o
That,o
was,o
all,o
.,o
Thank,o
you,o
.,o
,
I,o
want,o
a,o
3d,B-show_type
movie,o
to,o
watch,o
.,o
,
Can,o
you,o
search,o
in,o
San,B-location
Jose,I-location
?,o
,
Find,o
something,o
else,o
.,o
Can,o
you,o
show,o
what,o
is,o
on,o
in,o
Union,B-location
City,I-location
?,o
,
Find,o
something,o
else,o
",",o
please,o
.,o
,
Pet,B-movie_name
Sematary,I-movie_name
is,o
perfect,o
.,o
What,o
time,o
is,o
it,o
on,o
?,o
I,o
want,o
to,o
watch,o
at,o
Century,B-theater_name
Union,I-theater_name
Landing,I-theater_name
.,o
,
I,o
want,o
to,o
see,o
it,o
this,B-show_date
Saturday,I-show_date
.,o
,
That,o
sounds,o
good,o
.,o
,
I,o
'd,o
like,o
to,o
watch,o
a,o
movie,o
.,o
,
Find,o
me,o
movies,o
showing,o
around,o
Brentwood,B-location
.,o
,
Find,o
me,o
some,o
other,o
movies,o
showing,o
at,o
AMC,B-theater_name
Brentwood,I-theater_name
.,o
,
No,o
.,o
Any,o
other,o
options,o
?,o
,
Pet,B-movie_name
Sematary,I-movie_name
will,o
be,o
perfect,o
!,o
,
No,o
.,o
Hold,o
on,o
.,o
Maybe,o
later,o
.,o
,
What,o
's,o
the,o
showtime,o
for,o
Pet,o
Sematary,o
on,o
next,B-show_date
Tuesday,I-show_date
?,o
,
How,o
much,o
the,o
ticket,o
cost,o
?,o
,
Sounds,o
good,o
to,o
to,o
me,o
.,o
,
No,o
.,o
Thank,o
you,o
for,o
the,o
help,o
.,o
,
I,o
want,o
to,o
find,o
a,o
movie,o
to,o
watch,o
?,o
,
Can,o
you,o
search,o
for,o
movies,o
in,o
Santa,B-location
Rosa,I-location
.,o
,
Please,o
find,o
some,o
other,o
movies,o
at,o
Airport,B-theater_name
Stadium,I-theater_name
Cinemas,I-theater_name
.,o
,
Little,B-movie_name
is,o
perfect,o
.,o
What,o
time,o
can,o
i,o
watch,o
it,o
?,o
,
I,o
want,o
to,o
watch,o
3d,B-show_type
show,o
on,o
1st,B-show_date
of,I-show_date
March,I-show_date
,
Yes,o
",",o
that,o
works,o
for,o
me,o
,
No,o
",",o
I,o
do,o
n't,o
want,o
now,o
.,o
That,o
is,o
all,o
i,o
need,o
.,o
,
Can,o
you,o
recommend,o
a,o
movie,o
for,o
me,o
to,o
see,o
?,o
,
I,o
want,o
to,o
see,o
a,o
movie,o
in,o
San,B-location
Fran,I-location
.,o
,
I,o
'd,o
prefer,o
something,o
else,o
",",o
in,o
Menlo,B-location
Park,I-location
",",o
any,o
theater,o
.,o
,
Red,B-movie_name
Joan,I-movie_name
sounds,o
great,o
.,o
,
Not,o
now,o
",",o
no,o
.,o
,
What,o
time,o
is,o
the,o
movie,o
on,o
?,o
,
The,o
9th,B-show_date
of,I-show_date
March,I-show_date
.,o
,
Thanks,o
",",o
that,o
's,o
all,o
.,o
,
I,o
'm,o
looking,o
for,o
a,o
good,o
movie,o
.,o
,
Look,o
in,o
Morgan,B-location
Hill,I-location
.,o
,
What,o
other,o
movies,o
are,o
playing,o
?,o
,
What,o
time,o
later,B-show_date
today,I-show_date
is,o
Pet,B-movie_name
Sematary,I-movie_name
playing,o
?,o
,
Perfect,o
.,o
,
Not,o
right,o
now,o
",",o
thank,o
you,o
.,o
,
I,o
'm,o
fine,o
",",o
thank,o
you,o
.,o
,
My,o
friends,o
came,o
to,o
my,o
house,o
and,o
i,o
am,o
in,o
joyful,o
mood,o
.will,o
you,o
find,o
any,o
adventure,B-genre
movies,o
to,o
watch,o
along,o
with,o
my,o
friends,o
?,o
,
find,o
any,o
movies,o
which,o
is,o
shown,o
in,o
Daly,B-location
City,I-location
?,o
,
Shazam,B-movie_name
is,o
good,o
one.I,o
like,o
to,o
watch,o
it,o
with,o
my,o
friends,o
.,o
,
No,o
",",o
I,o
Do,o
n't,o
want,o
it,o
now,o
but,o
later,o
.,o
,
Can,o
you,o
tell,o
me,o
the,o
time,o
i,o
shall,o
able,o
to,o
watch,o
that,o
movie,o
on,o
4th,B-show_date
of,I-show_date
March,I-show_date
at,o
Century,B-theater_name
Daly,I-theater_name
City,I-theater_name
?,o
,
Tell,o
me,o
about,o
the,o
cost,o
of,o
the,o
ticket,o
for,o
that,o
movie,o
?,o
,
Ok,o
that,o
's,o
great,o
and,o
sounds,o
good,o
to,o
me,o
.,o
,
Find,o
movies,o
to,o
watch,o
please,o
.,o
,
I,o
would,o
like,o
to,o
watch,o
a,o
regular,B-show_type
show,o
.,o
Please,o
search,o
in,o
San,B-location
